x,y,g
0.92424260918051,0.31972036859951913,a
0.5371764132287353,0.8485663854517043,b
0.4691956464666873,0.4281600955873728,c
0.2886261763051152,0.5572589782532305,d
0.7700881620403379,0.7355288397520781,e
0.7727687128353864,0.5277935948688537,a
0.03932233643718064,0.4956964023876935,b
0.4349055995699018,0.7256778257433325,c
0.47216638596728444,0.26931842835620046,d
0.2738331228028983,0.8032154752872884,e
0.6743314813356847,0.9245700144674629,a
0.002020765794441104,0.1819596637506038,b
0.025093514006584883,0.34230320691131055,c
0.43207778595387936,0.8492678571492434,d
0.4993919115513563,0.6752905463799834,e
0.3886819323524833,0.3168618599884212,a
0.39537531579844654,0.9123561433516443,b
0.7157073253765702,0.28279463038779795,c
0.9409998790360987,0.69735859753564,d
0.8272291608154774,0.11501014046370983,e
0.6341135208494961,0.5622704206034541,a
0.37986744102090597,0.27088675182312727,b
0.9420740334317088,0.68405692698434,c
0.7549936883151531,0.21867999038659036,d
0.22761184466071427,0.09719271305948496,e
0.9146660268306732,0.5720456673298031,a
0.6204450414516032,0.3552944727707654,b
0.3191045755520463,0.7824810098391026,c
0.07628881488926709,0.5993390209041536,d
0.26083931792527437,0.638824577908963,e
0.8838444212451577,0.8680745519232005,a
0.017528790049254894,0.4773612117860466,b
0.31487880600616336,0.2911681931000203,c
0.21176302642561495,0.4838190183509141,d
0.9062251336872578,0.6108440801035613,e
0.6500037794467062,0.5387643796857446,a
0.1292736018076539,0.23826959310099483,b
0.11040495708584785,0.03423283016309142,c
0.17713169124908745,0.21457094885408878,d
0.5331121564377099,0.28922201902605593,e
0.5559502409305423,0.4228477138094604,a
0.5977667407132685,0.9699261798523366,b
0.1970425215549767,0.7928351990412921,c
0.07916989759542048,0.027486363891512156,d
0.9715056293644011,0.9387330345343798,e
0.509695036103949,0.4911895068362355,a
0.04965725773945451,0.2658204373437911,b
0.6753664144780487,0.3910469226539135,c
0.7762605419848114,0.3491005655378103,d
0.7533719642087817,0.4510268804151565,e
0.5248343946877867,0.8357929470948875,a
0.8835366079583764,0.02902211807668209,b
0.3486265337560326,0.6452784354332834,c
0.6382467574439943,0.23809561412781477,d
0.7378286712337285,0.6739344627130777,e
0.2878243983723223,0.699479196453467,a
0.19275589776225388,0.7837897180579603,b
0.9787019479554147,0.20474997372366488,c
0.5393251096829772,0.9874396151863039,d
0.922954194014892,0.20308945211581886,e
0.24724833155050874,0.3883259438443929,a
0.37429908011108637,0.5052486716303974,b
0.5952570959925652,0.2713477173820138,c
0.7512366010341793,0.1954946219921112,d
0.7222142098471522,0.7755405455827713,e
0.4699963063467294,0.41422076849266887,a
0.17602380737662315,0.45534353400580585,b
0.11141753336414695,0.8402840388007462,c
0.6169430322479457,0.10136875882744789,d
0.6671867002733052,0.03161936090327799,e
0.9991473751142621,0.24053166317753494,a
0.6904628456104547,0.12065040040761232,b
0.15208437503315508,0.5421633296646178,c
0.8782940651290119,0.1588508435525,d
0.9739195143338293,0.5426035958807915,e
0.3738304376602173,0.3194728107191622,a
0.39052300225012004,0.07906528003513813,b
0.5232682945206761,0.3136963217984885,c
0.4123170014936477,0.44100354379042983,d
0.9327490020077676,0.7542816521599889,e
0.14467578893527389,0.9718745085410774,a
0.8565989662893116,0.0437441086396575,b
0.509706555865705,0.020340649876743555,c
0.9204118417110294,0.7247551924083382,d
0.23282152274623513,0.5827247346751392,e
0.19498902070336044,0.45364764984697104,a
0.1524857289623469,0.23547396156936884,b
0.16533954464830458,0.3448947377037257,c
0.36700342362746596,0.24989610444754362,d
0.08587105013430119,0.42757901921868324,e
0.866551321465522,0.5942253705579787,a
0.6470875353552401,0.04053574870340526,b
0.5196560225449502,0.9159539078827947,c
0.5432827759068459,0.3419546999502927,d
0.8373572872951627,0.8778467446099967,e
0.12681663502007723,0.35708757233805954,a
0.820879744598642,0.8361972675193101,b
0.21356229786761105,0.722925720969215,c
0.8861730361822993,0.8580261755269021,d
0.1744462032802403,0.9633040348999202,e
0.9127890737727284,0.7646426137071103,a
0.9729147308971733,0.01627122680656612,b
0.05659328680485487,0.898367129964754,c
0.19264146080240607,0.869090769207105,d
0.5783386062830687,0.9756724662147462,e
0.028595091542229056,0.46357779717072845,a
0.49128985591232777,0.09868761384859681,b
0.5895153866149485,0.14140437706373632,c
0.05552359111607075,0.5452869096770883,d
4.834323190152645e-4,0.04385008662939072,e
0.15258226171135902,0.6249874429777265,a
0.04823929304257035,0.8767433776520193,b
0.9420361791271716,0.7632860483136028,c
0.1794844721443951,0.544281670358032,d
0.9309949679300189,0.5103400177322328,e
0.6005712943151593,0.07280285633169115,a
0.4118931314442307,0.36724717007018626,b
0.10923027317039669,0.9204438915476203,c
0.36661543953232467,0.5153160342015326,d
0.31460461346432567,0.05426564277149737,e
0.7789447493851185,0.32286090473644435,a
0.4143740830477327,0.8888192232698202,b
0.5741283621173352,0.19706550193950534,c
0.3990549501031637,0.3103824860882014,d
0.09165885020047426,0.28564068395644426,e
0.1746919786091894,0.5442131091840565,a
0.5253945214208215,0.6494858323130757,b
0.34555466938763857,0.4926962456665933,c
0.827144468203187,0.37901887483894825,d
0.6382880108430982,0.7959704517852515,e
0.594667250989005,0.046040069311857224,a
0.1984262322075665,0.7695555852260441,b
0.31445364584214985,0.5226302437949926,c
0.22851532441563904,0.06813785689882934,d
0.7002833934966475,0.9773606285452843,e
0.1947288434021175,0.4128599273972213,a
0.7670374326407909,0.3900464754551649,b
0.4419947920832783,0.12284022755920887,c
0.20629021967761219,0.326206216821447,d
0.4261876051314175,0.14888601517304778,e
0.886796934530139,0.7321493008639663,a
0.848907184554264,0.5092917974106967,b
0.24438342661596835,0.38279158901423216,c
0.1947584068402648,0.3439037133939564,d
0.27848461153917015,0.5801272599492222,e
0.2248632344417274,0.3909258965868503,a
0.049317560624331236,0.7633813738357276,b
0.9732103829737753,0.2033005473203957,c
0.9657392629887909,0.4533354383893311,d
0.6965657973196357,0.2946728316601366,e
0.998697503702715,0.6178358492907137,a
0.4455490685068071,0.4066037468146533,b
0.22468170966021717,0.19401814602315426,c
0.5749049487058073,0.46018543071113527,d
0.43980481452308595,0.7587456770706922,e
0.7556056405883282,0.7975833795499057,a
0.7312987521290779,0.9547846452333033,b
0.29403292620554566,0.7351673236116767,c
0.5247413441538811,0.8393537697847933,d
0.04371466557495296,0.27051029866561294,e
0.004756979877129197,0.393327345373109,a
0.367092915577814,0.8374708674382418,b
0.9435556954704225,0.5856721336022019,c
0.09832556522451341,0.5301359693985432,d
0.4574149700347334,0.9410694167017937,e
0.5238456907682121,0.4755689708981663,a
0.5297289944719523,0.9962816350162029,b
0.7404775689356029,0.9714817390777171,c
0.5085984491743147,0.6615374013781548,d
0.4899598110932857,0.9368554283864796,e
0.5151492627337575,0.1489838936831802,a
0.5358586604706943,0.9757981649599969,b
0.8330556589644402,0.554708196548745,c
0.5281285068485886,0.879462948301807,d
0.7550805693026632,0.4010170369874686,e
0.21269410359673202,0.06404725112952292,a
0.3670954303815961,0.8061417648568749,b
0.19010942545719445,0.46139209042303264,c
0.3677831415552646,0.9291293895803392,d
0.8616060046479106,0.18456107866950333,e
0.3739004891831428,0.0896624478045851,a
0.20877731125801802,0.37392851151525974,b
0.6101951068267226,0.015942066675052047,c
0.18841527146287262,0.8577594948001206,d
0.021488119615241885,0.3288760920986533,e
0.7105154825840145,0.14526549307629466,a
0.16419754130765796,0.39506359258666635,b
0.8261559207458049,0.6469704760238528,c
0.16667471267282963,0.8922155257314444,d
0.4171181498095393,0.4393306674901396,e
0.667398584773764,0.9824579474516213,a
0.5127207899931818,0.8850048985332251,b
0.3695201298687607,0.26598059106618166,c
0.3574688108637929,0.12425567326135933,d
0.09008615207858384,0.2087838992010802,e
0.15598718193359673,0.9534928670618683,a
0.19500919408164918,0.024608638137578964,b
0.7830692508723587,0.8513801794033498,c
0.18738067895174026,0.8695548605173826,d
0.1172926879953593,0.6762960338965058,e
0.5069631459191442,0.8354392016772181,a
0.6770222722552717,0.8345865283627063,b
0.9157263515517116,0.8707016438711435,c
0.838382272515446,0.7350392916705459,d
0.47261605551466346,0.34125232486985624,e
0.6890821845736355,0.24632832990027964,a
0.8000805468764156,0.9630602137185633,b
0.3580305748619139,0.1022644410841167,c
0.16696191113442183,0.30076511576771736,d
0.2386178260203451,0.5426343705039471,e
0.024435488041490316,0.8366206844802946,a
0.06394362705759704,0.20803221175447106,b
0.7001364093739539,0.8361715560313314,c
0.018623899668455124,0.4483680024277419,d
0.6029359528329223,0.39155787671916187,e
0.6848444535862654,0.3435908146202564,a
0.840482757659629,0.5659714229404926,b
0.24101256066933274,0.33909985586069524,c
0.24992778687737882,0.862388905370608,d
0.7940677886363119,0.29448169213719666,e
0.22952314326539636,0.16979280323721468,a
0.1493313971441239,0.6421150059904903,b
0.3807558068074286,0.4960306682623923,c
0.9844903741031885,0.4014520402997732,d
0.6448920858092606,0.03417159616947174,e
0.9472333095036447,0.6390471276827157,a
0.27356263366527855,0.6778099844232202,b
0.7082828325219452,0.13611400965601206,c
0.27483280654996634,0.9639683456625789,d
0.593586552189663,0.14515281841158867,e
0.7192387206014246,0.47821262991055846,a
0.7959412492346019,0.6068986423779279,b
0.986879121279344,0.007638225564733148,c
0.2861412565689534,0.7187319677323103,d
0.5937230158597231,0.24096871027722955,e
0.3556411142926663,0.31231100345030427,a
0.7574458480812609,0.9944164773914963,b
0.008199826581403613,0.06063860491849482,c
0.22000066307373345,0.3468379504047334,d
0.3485174351371825,0.4338611541315913,e
0.6518715657293797,0.559474867535755,a
0.7943332670256495,0.21515151439234614,b
0.4002596309874207,0.8741882496979088,c
0.561315726255998,0.5127615593373775,d
0.39048384921625257,0.5768448088783771,e
0.7263279687613249,0.09304185351356864,a
0.2591830543242395,0.46840329305268824,b
0.1629754991736263,0.7022401629947126,c
0.15316093619912863,0.7994889074470848,d
0.9742791943717748,0.1949687774758786,e
0.9125310014933348,0.8699064974207431,a
0.9110320454929024,0.4092942082788795,b
0.7866944305133075,0.10050458554178476,c
0.2549396879039705,0.8488453158643097,d
0.02252969262190163,0.7779719834215939,e
0.01707695168443024,0.7326556027401239,a
0.8860252602025867,0.5623978241346776,b
0.06920546106994152,0.8087199553847313,c
0.3035252885892987,0.08732937183231115,d
0.7593920908402652,0.022093717008829117,e
0.20450304821133614,0.33198726177215576,a
0.8784458329901099,0.6526206228882074,b
0.6250591564457864,0.34434862551279366,c
0.8572838555555791,0.61549869598820806,d
0.8074711065273732,0.5125295487232506,e
0.42523490032181144,0.1545714526437223,a
0.17403768375515938,0.5646633470896631,b
0.7829311562236398,0.3036905275657773,c
0.23236292391084135,0.18712134566158056,d
0.024699505185708404,0.8905064195860177,e
0.4271212259773165,0.6138559991959482,a
0.769267394207418,0.2832424382213503,b
0.6633390854112804,0.34390601399354637,c
0.6317060727160424,0.3038975230883807,d
0.954313687980175,0.2674901804421097,e
0.49297942593693733,0.48299413197673857,a
0.23121496802195907,0.6216369445901364,b
0.09270708449184895,0.98410390666686,c
0.40221154666505754,0.12652388587594032,d
0.4361747191287577,0.8779468587599695,e
0.2893082774244249,0.2978015940170735,a
0.7379199105780572,0.37463744590058923,b
0.53134585916996,0.08845002530142665,c
0.11983239697292447,0.49884498631581664,d
0.0845133715774864,0.28661494911648333,e
0.18140217568725348,0.6448231716640294,a
0.7127944533713162,0.09985328698530793,b
0.9239980904385448,0.6191470597404987,c
0.18185756914317608,0.9204881431069225,d
0.568860359955579,0.4546479198615998,e
0.5666006319224834,0.42635890329256654,a
0.6148977482225746,0.9991025822237134,b
0.34205175028182566,0.6117713274434209,c
0.8038301491178572,0.23141304263845086,d
0.10372307314537466,0.577919592615217,e
0.49795835511758924,0.4999417474027723,a
0.5962418676353991,0.1687075332738459,b
0.703396521974355,0.46359553490765393,c
0.6335433479398489,0.2574470955878496,d
0.8893442170228809,0.9110786637756974,e
0.3186944357585162,0.25412069796584547,a
0.36876286612823606,0.7775694322772324,b
0.40405033784918487,0.5379870005417615,c
0.3525398699566722,0.13748333393596113,d
0.7299985424615443,0.6982780136168003,e
0.41413133265450597,0.890710009727627,a
0.1859844687860459,0.9622474822681397,b
0.19415131187997758,0.892753494437784,c
0.8937736302614212,0.6547061940655112,d
0.9257393016014248,0.4364379697944969,e
0.1416738317348063,0.05090400041081011,a
0.9137918634805828,0.4744095162022859,b
0.54622872476466,0.48302234010770917,c
0.8051603138446808,0.24742946191690862,d
0.14678488904610276,0.8884681588970125,e
0.06955123948864639,0.8997497702948749,a
0.7222038528416306,0.24279824970290065,b
0.1251021611969918,0.9023902660701424,c
0.886699240654707,0.6835352624766529,d
0.21930927457287908,0.3602942847646773,e
0.2618252851534635,0.7301304494030774,a
0.2070728896651417,0.03621812956407666,b
0.17630259064026177,0.6168544725514948,c
0.10897720139473677,0.7214947354514152,d
0.6013291454873979,0.11073715100064874,e
0.04500098689459264,0.4506968155037612,a
0.4607693129219115,0.21123493066988885,b
0.40855970955453813,0.637391505530104,c
0.9172880856785923,0.7567041262518615,d
0.41802377928979695,0.17784438212402165,e
0.7960561565123498,0.6825154491234571,a
0.9023812778759748,0.6100718274246901,b
0.45549760782159865,0.8527171607129276,c
0.30601290916092694,0.7698265435174108,d
0.7999821978155524,0.5929421100299805,e
0.3467643721960485,0.433784136781469,a
0.47580049908719957,0.053859590319916606,b
0.3495906919706613,0.4816814854275435,c
0.21423113159835339,0.2670079267118126,d
0.3307851681020111,0.8827192697208375,e
0.07709725946187973,0.9092951680067927,a
0.6913833036087453,0.8481681260745972,b
0.9063430128153414,0.016171765979379416,c
0.8871909682638943,0.4634040673263371,d
0.20283906976692379,0.9166075892280787,e
0.14304816839285195,0.16729717003181577,a
0.6168902046047151,0.7410706013906747,b
0.986112128244713,0.11190649610944092,c
0.7572691200766712,0.7402050236705691,d
0.00726949330419302,0.9768456819001585,e
0.3546167828608304,0.25918569997884333,a
0.35189930093474686,0.8356395945884287,b
0.5790362304542214,0.759473443729803,c
0.48579743900336325,0.5890264371410012,d
0.18460133578628302,0.3936447312589735,e
0.2676004732493311,0.36882434715516865,a
0.8424769488628954,0.6610473135951906,b
0.650101836072281,0.20351083809509873,c
0.7484032553620636,0.6466365051455796,d
0.17935890331864357,0.9129249909892678,e
0.44409319176338613,0.7575225955806673,a
0.7025717471260577,0.12649543257430196,b
0.15803265920840204,0.6410594615153968,c
0.9337623440660536,0.24992807256057858,d
0.9241401993203908,0.14434531098231673,e
0.14277100493200123,0.785686993971467,a
0.5937336920760572,0.7122093345969915,b
0.3335029531735927,0.8930267717223614,c
0.9171003487426788,0.18722501723095775,d
0.08298233663663268,0.9191695065237582,e
0.5708051894325763,0.41189053771086037,a
0.8715874059125781,0.3378451350145042,b
0.4276178404688835,0.504780582152307,c
0.7692990256473422,0.16737305489368737,d
0.6969442763365805,0.5423324392177165,e
0.28915058891288936,0.5503102359361947,a
0.43958271527662873,0.8565560623537749,b
0.06393772712908685,0.0010797518771141768,c
0.9137429215479642,0.6718965189065784,d
0.4529783015605062,0.9238292980007827,e
0.5528162801638246,0.7901317039504647,a
0.1531342165544629,0.7620341563597322,b
0.5631930108647794,0.38403580081649125,c
0.5412564785219729,0.6620106820482761,d
0.48822113941423595,0.8247320589143783,e
0.221998788183555,0.7214148775674403,a
0.49393955105915666,0.7900822116062045,b
0.36032606358639896,0.9940379948820919,c
0.5313966881949455,0.8608759331982583,d
0.7199109182693064,0.3069975604303181,e
0.3771617531310767,0.16095762909390032,a
0.3794565936550498,0.5858847051858902,b
0.9552710163407028,0.3420009738765657,c
0.8663116234820336,0.028222224209457636,d
0.6582723867613822,0.10668491222895682,e
0.23966511385515332,0.5988614775706083,a
0.5205918117426336,0.6421404674183577,b
0.7990129231475294,0.7533504792954773,c
0.20736033329740167,0.9286873296368867,d
0.9276937199756503,0.732077197637409,e
0.6844902019947767,0.8514273606706411,a
0.9925482992548496,0.32229719893075526,b
0.7544066025875509,0.9232376751024276,c
0.9413059416692704,0.3362691132351756,d
0.42049683118239045,0.5173426461406052,e
0.722087248461321,0.09110112092457712,a
0.5401517802383751,0.13694927236065269,b
0.7594228824600577,0.8796555153094232,c
0.28196099516935647,0.8953927038237453,d
0.2548868632875383,0.5965502108447254,e
0.6259729550220072,0.8817507072817534,a
0.3157527002040297,0.7602460142225027,b
0.7851482129190117,0.5908188631292433,c
